"","x"
"32018",47
"32019",35
"32020",31
"32021",35
"32022",26
"32023",39
"32024",42
"32025",25
"32026",39
"32027",33
"32028",32
"32029",60
"32030",29
"32031",63
"32032",39
"32033",33
"32034",67
"32035",36
"32036",24
"32037",29
"32038",24
"32039",47
"32040",40
"32041",29
"32042",26
"32043",35
"32044",58
"32045",21
"32046",45
"32047",32
"32048",31
"32049",42
"32050",25
"32051",30
"32052",36
"32053",62
"32054",42
"32055",28
"32056",52
"32057",33
"32058",26
"32059",32
"32060",22
"32061",32
"32062",25
"32063",35
"32064",30
"32065",24
"32066",42
"32067",43
"32068",31
"32069",25
"32070",25
"32071",28
"32072",36
"32073",29
"32074",22
"32075",24
"32076",24
"32077",18
"32078",28
"32079",41
"32080",42
"32081",35
"32082",31
"32083",21
"32084",43
"32085",28
"32086",37
"32087",32
"32088",24
"32089",31
"32090",32
"32091",28
"32092",26
"32093",30
"32094",44
"32095",21
"32096",31
"32097",25
"32098",62
"32099",23
"32100",46
"32101",33
"32102",34
"32103",38
"32104",23
"32105",32
"32106",26
"32107",23
"32108",46
"32109",37
"32110",28
"32111",32
"32112",39
"32113",32
"32114",69
"32115",31
"32116",31
"32117",30
"32118",32
"32119",37
"32120",25
"32121",20
"32122",31
"32123",21
"32124",32
"32125",32
"32126",32
"32127",30
"32128",34
"32129",36
"32130",42
"32131",30
"32132",30
"32133",22
"32134",31
"32135",30
"32136",46
"32137",35
"32138",33
"32139",30
"32140",27
"32141",24
"32142",28
"32143",43
"32144",26
"32145",35
"32146",28
"32147",27
"32148",26
"32149",28
"32150",28
"32151",38
"32152",26
"32153",36
"32154",41
"32155",27
"32156",26
"32157",19
"32158",37
"32159",34
"32160",23
"32161",37
"32162",34
"32163",26
"32164",30
"32165",36
"32166",31
"32167",26
"32168",46
"32169",27
"32170",33
"32171",30
"32172",35
"32173",19
"32174",29
"32175",24
"32176",28
"32177",52
"32178",29
"32179",21
"32180",42
"32181",28
"32182",50
"32183",30
"32184",25
"32185",25
"32186",31
"32187",33
"32188",36
"32189",31
"32190",30
"32191",37
"32192",43
"32193",35
"32194",23
"32195",29
"32196",25
"32197",44
"32198",24
"32199",20
"32200",21
"32201",28
"32202",29
"32203",22
"32204",28
"32205",30
"32206",25
"32207",33
"32208",29
"32209",29
"32210",29
"32211",22
"32212",37
"32213",24
"32214",43
"32215",27
"32216",25
"32217",36
"32218",30
"32219",35
"32220",38
"32221",46
"32222",24
"32223",31
"32224",30
"32225",28
"32226",66
"32227",29
"32228",23
"32229",27
"32230",30
"32231",21
"32232",24
"32233",35
"32234",42
"32235",27
"32236",20
"32237",40
"32238",47
"32239",29
"32240",37
"32241",47
"32242",25
"32243",22
"32244",43
"32245",26
"32246",35
"32247",34
"32248",43
"32249",32
"32250",24
"32251",35
"32252",31
"32253",24
"32254",38
"32255",36
"32256",29
"32257",24
"32258",27
"32259",50
"32260",25
"32261",24
"32262",31
"32263",25
"32264",29
"32265",41
"32266",27
"32267",40
"32268",54
"32269",23
"32270",37
"32271",43
"32272",50
"32273",24
"32274",54
"32275",29
"32276",42
"32277",30
"32278",30
"32279",25
"32280",32
"32281",26
"32282",24
"32283",25
"32284",25
"32285",30
"32286",31
"32287",34
"32288",23
"32289",28
"32290",39
"32291",48
"32292",30
"32293",22
"32294",31
"32295",28
"32296",27
"32297",27
"32298",62
"32299",31
"32300",24
"32301",28
"32302",20
"32303",38
"32304",24
"32305",26
"32306",47
"32307",35
"32308",30
"32309",21
"32310",31
"32311",27
"32312",51
"32313",45
"32314",31
"32315",27
"32316",42
"32317",26
"32318",33
"32319",24
"32320",48
"32321",29
"32322",47
"32323",41
"32324",52
"32325",42
"32326",26
"32327",36
"32328",30
"32329",44
"32330",29
"32331",54
"32332",22
"32333",25
"32334",54
"32335",29
"32336",27
"32337",27
"32338",36
"32339",30
"32340",19
"32341",37
"32342",27
"32343",23
"32344",50
"32345",40
"32346",41
"32347",26
"32348",23
"32349",28
"32350",39
"32351",27
"32352",38
"32353",31
"32354",38
"32355",28
"32356",19
"32357",32
"32358",28
"32359",24
"32360",24
"32361",23
"32362",32
"32363",41
"32364",46
"32365",53
"32366",29
"32367",39
"32368",20
"32369",22
"32370",29
"32371",24
"32372",25
"32373",21
"32374",41
"32375",20
"32376",44
"32377",31
"32378",36
"32379",23
"32380",26
"32381",60
"32382",24
"32383",24
"32384",29
"32385",23
"32386",28
"32387",21
"32388",23
"32389",22
"32390",24
"32391",21
"32392",55
"32393",27
"32394",33
"32395",36
"32396",24
"32397",27
"32398",42
"32399",35
"32400",23
"32401",36
"32402",29
"32403",27
"32404",39
"32405",39
"32406",31
"32407",19
"32408",39
"32409",45
"32410",22
"32411",20
"32412",35
"32413",44
"32414",31
"32415",41
"32416",37
"32417",37
"32418",25
"32419",41
"32420",37
"32421",40
"32422",36
"32423",23
"32424",23
"32425",26
"32426",29
"32427",26
"32428",59
"32429",27
"32430",36
"32431",32
"32432",35
"32433",19
"32434",35
"32435",32
"32436",31
"32437",62
"32438",40
"32439",23
"32440",32
"32441",37
"32442",30
"32443",60
"32444",24
"32445",55
"32446",67
"32447",49
"32448",46
"32449",27
"32450",29
"32451",28
"32452",26
"32453",22
"32454",34
"32455",33
"32456",33
"32457",42
"32458",66
"32459",43
"32460",33
"32461",48
"32462",39
"32463",28
"32464",33
"32465",35
"32466",47
"32467",27
"32468",27
"32469",30
"32470",34
"32471",20
"32472",39
"32473",35
"32474",42
"32475",44
"32476",27
"32477",41
"32478",60
"32479",42
"32480",41
"32481",24
"32482",48
"32483",29
"32484",27
"32485",46
"32486",39
"32487",21
"32488",21
"32489",27
"32490",37
"32491",32
"32492",22
"32493",21
"32494",49
"32495",35
"32496",23
"32497",45
"32498",34
"32499",33
"32500",49
"32501",24
"32502",32
"32503",26
"32504",52
"32505",24
"32506",24
"32507",51
"32508",52
"32509",26
"32510",31
"32511",39
"32512",57
"32513",35
"32514",32
"32515",34
"32516",44
"32517",36
"32518",35
"32519",30
"32520",28
"32521",31
"32522",25
"32523",38
"32524",30
"32525",36
"32526",28
"32527",40
"32528",32
"32529",38
"32530",52
"32531",26
"32532",43
"32533",25
"32534",30
"32535",19
"32536",22
"32537",41
"32538",32
"32539",27
"32540",42
"32541",35
"32542",32
"32543",39
"32544",22
"32545",27
"32546",30
"32547",29
"32548",24
"32549",32
"32550",55
"32551",38
"32552",20
"32553",41
"32554",26
"32555",42
"32556",29
"32557",37
"32558",41
"32559",28
"32560",34
"32561",52
"32562",25
"32563",58
"32564",26
"32565",29
"32566",30
"32567",22
"32568",32
"32569",32
"32570",25
"32571",21
"32572",30
"32573",33
"32574",25
"32575",39
"32576",30
"32577",38
"32578",42
"32579",24
"32580",30
"32581",26
"32582",38
"32583",21
"32584",51
"32585",42
"32586",36
"32587",35
"32588",39
"32589",51
"32590",48
"32591",59
"32592",30
"32593",30
"32594",34
"32595",29
"32596",45
"32597",30
"32598",26
"32599",29
"32600",24
"32601",39
"32602",23
"32603",30
"32604",54
"32605",36
"32606",27
"32607",53
"32608",34
"32609",33
"32610",28
"32611",21
"32612",47
"32613",45
"32614",40
"32615",29
"32616",37
"32617",31
"32618",50
"32619",29
"32620",34
"32621",27
"32622",28
"32623",54
"32624",62
"32625",25
"32626",46
"32627",29
"32628",25
"32629",35
"32630",49
"32631",43
"32632",32
"32633",43
"32634",30
"32635",29
"32636",30
"32637",35
"32638",33
"32639",42
"32640",24
"32641",25
"32642",32
"32643",33
"32644",31
"32645",24
"32646",26
"32647",31
"32648",40
"32649",46
"32650",35
"32651",35
"32652",25
"32653",37
"32654",39
"32655",61
"32656",37
"32657",31
"32658",35
"32659",69
"32660",31
"32661",27
"32662",34
"32663",44
"32664",34
"32665",45
"32666",44
"32667",64
"32668",22
"32669",25
"32670",25
"32671",47
"32672",28
"32673",30
"32674",48
"32675",29
"32676",42
"32677",30
"32678",28
"32679",24
"32680",44
"32681",36
"32682",30
"32683",34
"32684",33
"32685",43
"32686",49
"32687",28
"32688",40
"32689",43
"32690",36
"32691",29
"32692",38
"32693",38
"32694",32
"32695",55
"32696",47
"32697",61
"32698",23
"32699",32
"32700",39
"32701",25
"32702",25
"32703",43
"32704",38
"32705",42
"32706",33
"32707",39
"32708",28
"32709",39
"32710",29
"32711",37
"32712",30
"32713",29
"32714",41
"32715",35
"32716",19
"32717",45
"32718",35
"32719",30
"32720",49
"32721",23
"32722",26
"32723",32
"32724",42
"32725",48
"32726",43
"32727",33
"32728",31
"32729",24
"32730",57
"32731",36
"32732",38
"32733",34
"32734",29
"32735",48
"32736",28
"32737",40
"32738",27
"32739",30
"32740",26
"32741",31
"32742",27
"32743",33
"32744",32
"32745",31
"32746",42
"32747",29
"32748",44
"32749",25
"32750",32
"32751",29
"32752",39
"32753",29
"32754",24
"32755",36
"32756",28
"32757",25
"32758",43
"32759",44
"32760",22
"32761",44
"32762",25
"32763",27
"32764",42
"32765",27
"32766",31
"32767",53
"32768",50
"32769",35
"32770",28
"32771",35
"32772",39
"32773",33
"32774",32
"32775",24
"32776",49
"32777",25
"32778",32
"32779",37
"32780",32
"32781",38
"32782",28
"32783",32
"32784",25
"32785",39
"32786",36
"32787",37
"32788",49
"32789",29
"32790",54
"32791",50
"32792",29
"32793",30
"32794",52
"32795",33
"32796",43
"32797",32
"32798",33
"32799",25
"32800",33
"32801",26
"32802",20
"32803",28
"32804",36
"32805",50
"32806",44
"32807",40
"32808",43
"32809",34
"32810",39
"32811",30
"32812",50
"32813",21
"32814",39
"32815",27
"32816",29
"32817",31
"32818",39
"32819",28
"32820",24
"32821",33
"32822",21
"32823",32
"32824",37
"32825",44
"32826",30
"32827",42
"32828",41
"32829",53
"32830",32
"32831",41
"32832",38
"32833",22
"32834",28
"32835",30
"32836",30
"32837",39
"32838",40
"32839",23
"32840",29
"32841",24
"32842",22
"32843",29
"32844",35
"32845",47
"32846",24
"32847",66
"32848",51
"32849",38
"32850",34
"32851",38
"32852",42
"32853",28
"32854",26
"32855",28
"32856",33
"32857",32
"32858",33
"32859",25
"32860",31
"32861",31
"32862",23
"32863",61
"32864",33
"32865",28
"32866",50
"32867",45
"32868",47
"32869",33
"32870",44
"32871",35
"32872",34
"32873",22
"32874",25
"32875",28
"32876",27
"32877",36
"32878",43
"32879",40
"32880",25
"32881",32
"32882",22
"32883",48
"32884",50
"32885",45
"32886",21
"32887",28
"32888",48
"32889",22
"32890",33
"32891",29
"32892",39
"32893",30
"32894",47
"32895",30
"32896",41
"32897",28
"32898",23
"32899",19
"32900",27
"32901",34
"32902",24
"32903",31
"32904",38
"32905",21
"32906",37
"32907",32
"32908",45
"32909",44
"32910",23
"32911",25
"32912",27
"32913",19
"32914",22
"32915",28
"32916",28
"32917",24
"32918",27
"32919",37
"32920",23
"32921",20
"32922",33
"32923",22
"32924",30
"32925",25
"32926",29
"32927",29
"32928",33
"32929",38
"32930",47
"32931",28
"32932",45
"32933",28
"32934",50
"32935",25
"32936",33
"32937",31
"32938",20
"32939",41
"32940",28
"32941",32
"32942",26
"32943",36
"32944",34
"32945",33
"32946",33
"32947",39
"32948",27
"32949",34
"32950",38
"32951",27
"32952",48
"32953",53
"32954",54
"32955",23
"32956",27
"32957",40
"32958",41
"32959",29
"32960",24
"32961",45
"32962",23
"32963",41
"32964",48
"32965",26
"32966",27
"32967",53
"32968",30
"32969",58
"32970",46
"32971",31
"32972",28
"32973",35
"32974",24
"32975",26
"32976",37
"32977",43
"32978",38
"32979",28
"32980",24
"32981",23
"32982",30
"32983",34
"32984",25
"32985",40
"32986",38
"32987",29
"32988",31
"32989",41
"32990",37
"32991",57
"32992",30
"32993",31
"32994",23
"32995",34
"32996",60
"32997",27
"32998",29
"32999",36
"33000",26
"33001",26
"33002",23
"33003",28
"33004",24
"33005",31
"33006",48
"33007",62
"33008",40
"33009",28
"33010",27
"33011",29
"33012",43
"33013",33
"33014",32
"33015",26
"33016",31
"33017",68
"33018",30
"33019",27
"33020",35
"33021",24
"33022",31
"33023",32
"33024",22
"33025",43
"33026",29
"33027",26
"33028",35
"33029",24
"33030",35
"33031",40
"33032",34
"33033",19
"33034",29
"33035",36
"33036",23
"33037",56
"33038",64
"33039",28
"33040",22
"33041",39
"33042",33
"33043",36
"33044",39
"33045",23
"33046",49
"33047",37
"33048",31
"33049",41
"33050",26
"33051",32
"33052",54
"33053",41
"33054",26
"33055",38
"33056",39
"33057",30
"33058",29
"33059",38
"33060",31
"33061",27
"33062",32
"33063",27
"33064",52
"33065",37
"33066",30
"33067",35
"33068",29
"33069",40
"33070",56
"33071",64
"33072",30
"33073",32
"33074",27
"33075",29
"33076",24
"33077",31
"33078",28
"33079",25
"33080",28
"33081",29
"33082",22
"33083",33
"33084",49
"33085",33
"33086",29
"33087",46
"33088",31
"33089",47
"33090",41
"33091",26
"33092",39
"33093",25
"33094",44
"33095",27
"33096",37
"33097",24
"33098",40
"33099",40
"33100",42
"33101",25
"33102",60
"33103",26
"33104",30
"33105",49
"33106",37
"33107",54
"33108",29
"33109",34
"33110",35
"33111",30
"33112",39
"33113",33
"33114",31
"33115",29
"33116",28
"33117",41
"33118",40
"33119",29
"33120",26
"33121",30
"33122",51
"33123",58
"33124",61
"33125",42
"33126",30
"33127",45
"33128",62
"33129",27
"33130",45
"33131",56
"33132",56
"33133",29
"33134",33
"33135",32
"33136",24
"33137",51
"33138",33
"33139",53
"33140",27
"33141",26
"33142",25
"33143",41
"33144",32
"33145",26
"33146",37
"33147",25
"33148",27
"33149",31
"33150",36
"33151",37
"33152",38
"33153",24
"33154",30
"33155",32
"33156",28
"33157",44
"33158",42
"33159",40
"33160",33
"33161",30
"33162",28
"33163",34
"33164",40
"33165",32
"33166",29
"33167",36
"33168",52
"33169",24
"33170",23
"33171",47
"33172",22
"33173",22
"33174",30
"33175",27
"33176",26
"33177",25
"33178",24
"33179",18
"33180",60
"33181",33
"33182",30
"33183",36
"33184",30
"33185",39
"33186",29
"33187",36
"33188",34
"33189",34
"33190",36
"33191",31
"33192",32
"33193",25
"33194",26
"33195",30
"33196",51
"33197",63
"33198",28
"33199",27
"33200",39
"33201",54
"33202",31
"33203",33
"33204",29
"33205",32
"33206",31
"33207",30
"33208",34
"33209",42
"33210",28
"33211",37
"33212",31
"33213",24
"33214",37
"33215",41
"33216",68
"33217",36
"33218",23
"33219",38
"33220",30
"33221",31
"33222",26
"33223",44
"33224",31
"33225",38
"33226",40
"33227",39
"33228",40
"33229",25
"33230",38
"33231",33
"33232",38
"33233",38
"33234",64
"33235",29
"33236",27
"33237",23
"33238",34
"33239",57
"33240",31
"33241",45
"33242",55
"33243",35
"33244",31
"33245",30
"33246",39
"33247",26
"33248",40
"33249",29
"33250",37
"33251",29
"33252",28
"33253",23
"33254",62
"33255",55
"33256",39
"33257",30
"33258",32
"33259",36
"33260",35
"33261",22
"33262",31
"33263",24
"33264",37
"33265",37
"33266",52
"33267",37
"33268",45
"33269",26
"33270",34
"33271",27
"33272",49
"33273",49
"33274",47
"33275",27
"33276",41
"33277",31
"33278",22
"33279",27
"33280",23
"33281",34
"33282",38
"33283",41
"33284",50
"33285",37
"33286",28
"33287",37
"33288",37
"33289",35
"33290",32
"33291",41
"33292",25
"33293",29
"33294",20
"33295",30
"33296",34
"33297",26
"33298",28
"33299",25
"33300",29
"33301",33
"33302",23
"33303",23
"33304",36
"33305",31
"33306",36
"33307",37
"33308",52
"33309",44
"33310",26
"33311",22
"33312",32
"33313",28
"33314",22
"33315",42
"33316",34
"33317",38
"33318",44
"33319",38
"33320",47
"33321",22
"33322",23
"33323",30
"33324",24
"33325",26
"33326",33
"33327",35
"33328",32
"33329",30
"33330",36
"33331",23
"33332",30
"33333",55
"33334",23
"33335",39
"33336",34
"33337",43
"33338",26
"33339",36
"33340",52
"33341",33
"33342",35
"33343",42
"33344",30
"33345",37
"33346",45
"33347",35
"33348",34
"33349",54
"33350",23
"33351",28
"33352",35
"33353",34
"33354",42
"33355",47
"33356",22
"33357",23
"33358",26
"33359",35
"33360",24
"33361",23
"33362",57
"33363",23
"33364",33
"33365",29
"33366",30
"33367",24
"33368",24
"33369",40
"33370",32
"33371",37
"33372",46
"33373",31
"33374",25
"33375",24
"33376",42
"33377",23
"33378",58
"33379",20
"33380",30
"33381",30
"33382",24
"33383",37
"33384",35
"33385",42
"33386",55
"33387",27
"33388",29
"33389",23
"33390",35
"33391",40
"33392",37
"33393",32
"33394",61
"33395",57
"33396",42
"33397",37
"33398",26
"33399",53
"33400",31
"33401",53
"33402",33
"33403",32
"33404",32
"33405",34
"33406",24
"33407",23
"33408",32
"33409",23
"33410",29
"33411",24
"33412",34
"33413",26
"33414",39
"33415",35
"33416",51
"33417",26
"33418",27
"33419",35
"33420",30
"33421",22
"33422",40
"33423",37
"33424",25
"33425",28
"33426",35
"33427",24
"33428",22
"33429",26
"33430",28
"33431",20
"33432",39
"33433",18
"33434",33
"33435",34
"33436",43
"33437",56
"33438",22
"33439",22
"33440",27
"33441",25
"33442",25
"33443",27
"33444",30
"33445",22
"33446",58
"33447",22
"33448",26
"33449",34
"33450",50
"33451",34
"33452",35
"33453",20
"33454",27
"33455",29
"33456",34
"33457",25
"33458",26
"33459",22
"33460",39
"33461",24
"33462",33
"33463",30
"33464",31
"33465",40
"33466",44
"33467",55
"33468",41
"33469",30
"33470",26
"33471",34
"33472",56
"33473",21
"33474",37
"33475",42
"33476",43
"33477",33
"33478",46
"33479",33
"33480",29
"33481",20
"33482",26
"33483",26
"33484",32
"33485",25
"33486",38
"33487",61
"33488",24
"33489",51
"33490",43
"33491",36
"33492",43
"33493",38
"33494",36
"33495",49
"33496",34
"33497",44
"33498",39
"33499",47
"33500",45
"33501",31
"33502",30
"33503",40
"33504",31
"33505",32
"33506",21
"33507",32
"33508",42
"33509",31
"33510",24
"33511",34
"33512",28
"33513",37
"33514",66
"33515",33
"33516",39
"33517",27
"33518",47
"33519",34
"33520",28
"33521",35
"33522",26
"33523",34
"33524",47
"33525",24
"33526",30
"33527",45
"33528",24
"33529",23
"33530",23
"33531",24
"33532",22
"33533",27
"33534",31
"33535",34
"33536",45
"33537",36
"33538",32
"33539",31
"33540",25
"33541",41
"33542",33
"33543",19
"33544",32
"33545",30
"33546",24
"33547",28
"33548",25
"33549",26
"33550",27
"33551",27
"33552",34
"33553",48
"33554",38
"33555",31
"33556",39
"33557",56
"33558",41
"33559",27
"33560",27
"33561",45
"33562",27
"33563",30
"33564",22
"33565",20
"33566",31
"33567",29
"33568",23
"33569",21
"33570",32
"33571",23
"33572",44
"33573",34
"33574",31
"33575",41
"33576",44
"33577",47
"33578",36
"33579",44
"33580",27
"33581",44
"33582",33
"33583",27
"33584",26
"33585",35
"33586",21
"33587",47
"33588",39
"33589",29
"33590",21
"33591",50
"33592",45
"33593",42
"33594",46
"33595",23
"33596",35
"33597",38
"33598",31
"33599",43
"33600",25
"33601",23
"33602",29
"33603",24
"33604",23
"33605",24
"33606",34
"33607",30
"33608",23
"33609",30
"33610",51
"33611",29
"33612",25
"33613",32
"33614",35
"33615",29
"33616",35
"33617",59
"33618",26
"33619",26
"33620",22
"33621",30
"33622",43
"33623",23
"33624",60
"33625",24
"33626",37
"33627",34
"33628",24
"33629",35
"33630",41
"33631",27
"33632",21
"33633",43
"33634",36
"33635",32
"33636",31
"33637",30
"33638",28
"33639",40
"33640",35
"33641",40
"33642",21
"33643",34
"33644",23
"33645",34
"33646",29
"33647",28
"33648",39
"33649",36
"33650",28
"33651",26
"33652",23
"33653",30
"33654",35
"33655",26
"33656",51
"33657",26
"33658",53
"33659",30
"33660",24
"33661",28
"33662",30
"33663",23
"33664",24
"33665",25
"33666",30
"33667",22
"33668",26
"33669",30
"33670",45
"33671",36
"33672",27
"33673",45
"33674",49
"33675",44
"33676",33
"33677",58
"33678",36
"33679",21
"33680",48
"33681",31
"33682",41
"33683",24
"33684",38
"33685",24
"33686",42
"33687",25
"33688",24
"33689",29
"33690",25
"33691",32
"33692",23
"33693",35
"33694",32
"33695",43
"33696",33
"33697",24
"33698",24
"33699",54
"33700",29
"33701",38
"33702",49
"33703",34
"33704",24
"33705",33
"33706",30
"33707",49
"33708",34
"33709",43
"33710",27
"33711",31
"33712",29
"33713",29
"33714",45
"33715",37
"33716",37
"33717",39
"33718",27
"33719",28
"33720",34
"33721",25
"33722",25
"33723",31
"33724",24
"33725",27
"33726",28
"33727",28
"33728",27
"33729",36
"33730",30
"33731",26
"33732",33
"33733",25
"33734",34
"33735",22
"33736",24
"33737",47
"33738",28
"33739",31
"33740",50
"33741",22
"33742",29
"33743",34
"33744",25
"33745",24
"33746",42
"33747",32
"33748",27
"33749",24
"33750",42
"33751",30
"33752",22
"33753",29
"33754",51
"33755",29
"33756",51
"33757",38
"33758",29
"33759",59
"33760",42
"33761",26
"33762",34
"33763",28
"33764",29
"33765",34
"33766",24
"33767",30
"33768",38
"33769",38
"33770",28
"33771",24
"33772",25
"33773",39
"33774",33
"33775",38
"33776",24
"33777",43
"33778",31
"33779",44
"33780",29
"33781",49
"33782",41
"33783",27
"33784",35
"33785",29
"33786",23
"33787",21
"33788",32
"33789",32
"33790",30
"33791",33
"33792",57
"33793",41
"33794",35
"33795",26
"33796",46
"33797",47
"33798",44
"33799",41
"33800",43
"33801",28
"33802",29
"33803",44
"33804",35
"33805",30
"33806",53
"33807",35
"33808",31
"33809",30
"33810",25
"33811",24
"33812",41
"33813",28
"33814",22
"33815",25
"33816",63
"33817",32
"33818",36
"33819",38
"33820",51
"33821",37
"33822",43
"33823",23
"33824",25
"33825",23
"33826",26
"33827",42
"33828",23
"33829",26
"33830",23
"33831",41
"33832",32
"33833",34
"33834",44
"33835",50
"33836",34
"33837",48
"33838",33
"33839",29
"33840",58
"33841",31
"33842",50
"33843",21
"33844",31
"33845",37
"33846",51
"33847",36
"33848",34
"33849",34
"33850",33
"33851",25
"33852",28
"33853",33
"33854",29
"33855",34
"33856",37
"33857",29
"33858",48
"33859",30
"33860",22
"33861",36
"33862",29
"33863",34
"33864",28
"33865",22
"33866",24
"33867",27
"33868",25
"33869",39
"33870",33
"33871",26
"33872",27
"33873",51
"33874",46
"33875",41
"33876",32
"33877",47
"33878",33
"33879",27
"33880",31
"33881",35
"33882",44
"33883",48
"33884",30
"33885",34
"33886",26
"33887",40
"33888",28
"33889",25
"33890",30
"33891",34
"33892",21
"33893",39
"33894",36
"33895",49
"33896",44
"33897",34
"33898",26
"33899",32
"33900",26
"33901",31
"33902",24
"33903",36
"33904",25
"33905",25
"33906",27
"33907",31
"33908",23
"33909",21
"33910",24
"33911",27
"33912",29
"33913",31
"33914",31
"33915",30
"33916",39
"33917",39
"33918",55
"33919",35
"33920",33
"33921",31
"33922",52
"33923",26
"33924",32
"33925",30
"33926",38
"33927",25
"33928",23
"33929",32
"33930",38
"33931",44
"33932",35
"33933",35
"33934",33
"33935",43
"33936",35
"33937",31
"33938",36
"33939",29
"33940",34
"33941",23
"33942",36
"33943",27
"33944",29
"33945",20
"33946",33
"33947",41
"33948",40
"33949",26
"33950",24
"33951",33
"33952",35
"33953",31
"33954",28
"33955",33
"33956",27
"33957",37
"33958",32
"33959",36
"33960",26
"33961",39
"33962",34
"33963",41
"33964",26
"33965",20
"33966",25
"33967",28
"33968",24
"33969",32
"33970",36
"33971",54
"33972",26
"33973",36
"33974",42
"33975",39
"33976",26
"33977",27
"33978",38
"33979",34
"33980",44
"33981",37
"33982",27
"33983",25
"33984",29
"33985",38
"33986",28
"33987",26
"33988",23
"33989",33
"33990",23
"33991",40
"33992",32
"33993",39
"33994",35
"33995",30
"33996",33
"33997",34
"33998",22
"33999",38
"34000",28
"34001",31
"34002",28
"34003",24
"34004",34
"34005",26
"34006",32
"34007",28
"34008",32
"34009",25
"34010",29
"34011",28
"34012",38
"34013",26
"34014",31
"34015",29
"34016",31
"34017",34
"34018",24
"34019",41
"34020",37
"34021",23
"34022",41
"34023",32
"34024",28
"34025",31
"34026",31
"34027",47
"34028",36
"34029",27
"34030",26
"34031",31
"34032",45
"34033",26
"34034",30
"34035",39
"34036",47
"34037",30
"34038",36
"34039",34
"34040",36
"34041",32
"34042",32
"34043",60
"34044",32
"34045",31
"34046",38
"34047",43
"34048",47
"34049",62
"34050",38
"34051",36
"34052",39
"34053",22
"34054",54
"34055",30
"34056",33
"34057",29
"34058",36
"34059",23
"34060",39
"34061",23
"34062",26
"34063",27
"34064",35
"34065",36
"34066",28
"34067",29
"34068",45
"34069",32
"34070",26
"34071",36
"34072",24
"34073",53
"34074",30
"34075",29
"34076",37
"34077",58
"34078",22
"34079",30
"34080",31
"34081",32
"34082",25
"34083",42
"34084",34
"34085",30
"34086",25
"34087",39
"34088",37
"34089",31
"34090",44
"34091",28
"34092",37
"34093",28
"34094",61
"34095",40
"34096",47
"34097",29
"34098",38
"34099",46
"34100",29
"34101",27
"34102",29
"34103",35
"34104",30
"34105",37
"34106",24
"34107",21
"34108",34
"34109",42
"34110",36
"34111",31
"34112",26
"34113",26
"34114",23
"34115",27
"34116",25
"34117",22
"34118",21
"34119",23
"34120",25
"34121",23
"34122",49
"34123",28
"34124",26
"34125",48
"34126",39
"34127",32
"34128",26
"34129",35
"34130",25
"34131",34
"34132",27
"34133",66
"34134",45
"34135",34
"34136",38
"34137",55
"34138",31
"34139",33
"34140",27
"34141",66
"34142",46
"34143",29
"34144",39
"34145",29
"34146",34
"34147",31
"34148",29
"34149",26
"34150",27
"34151",30
"34152",26
"34153",37
"34154",26
"34155",33
"34156",27
"34157",59
"34158",37
"34159",20
"34160",22
"34161",35
"34162",28
"34163",33
"34164",46
"34165",29
"34166",40
"34167",44
"34168",38
"34169",34
"34170",23
"34171",43
"34172",30
"34173",40
"34174",43
"34175",25
"34176",44
"34177",37
"34178",56
"34179",24
"34180",23
"34181",24
"34182",58
"34183",32
"34184",31
"34185",32
"34186",30
"34187",36
"34188",46
"34189",37
"34190",30
"34191",30
"34192",32
"34193",30
"34194",57
"34195",36
"34196",28
"34197",30
"34198",30
"34199",25
"34200",35
"34201",23
"34202",27
"34203",23
"34204",24
"34205",36
"34206",33
"34207",27
"34208",42
"34209",31
"34210",45
"34211",22
"34212",38
"34213",23
"34214",27
"34215",27
"34216",33
"34217",20
"34218",30
"34219",29
"34220",27
"34221",25
"34222",39
"34223",31
"34224",20
"34225",34
"34226",32
"34227",36
"34228",27
"34229",28
"34230",34
"34231",42
"34232",39
"34233",62
"34234",26
"34235",26
"34236",53
"34237",27
"34238",43
"34239",29
"34240",36
"34241",24
"34242",32
"34243",39
"34244",33
"34245",23
"34246",34
"34247",51
"34248",35
"34249",34
"34250",36
"34251",28
"34252",51
"34253",26
"34254",30
"34255",34
"34256",31
"34257",22
"34258",24
"34259",27
"34260",37
"34261",35
"34262",33
"34263",47
"34264",23
"34265",28
"34266",40
"34267",30
"34268",26
"34269",25
"34270",26
"34271",35
"34272",41
"34273",43
"34274",31
"34275",51
"34276",41
"34277",31
"34278",28
"34279",30
"34280",25
"34281",35
"34282",30
"34283",33
"34284",36
"34285",40
"34286",26
"34287",40
"34288",37
"34289",25
"34290",32
"34291",43
"34292",48
"34293",19
"34294",35
"34295",24
"34296",27
"34297",31
"34298",24
"34299",33
"34300",40
"34301",52
"34302",26
"34303",36
"34304",37
"34305",37
"34306",33
"34307",31
"34308",40
"34309",38
"34310",33
"34311",30
"34312",43
"34313",24
"34314",27
"34315",29
"34316",43
"34317",28
"34318",36
"34319",27
"34320",23
"34321",33
"34322",25
"34323",31
"34324",53
"34325",29
"34326",42
"34327",30
"34328",41
"34329",34
"34330",45
"34331",44
"34332",33
"34333",21
"34334",32
"34335",43
"34336",26
"34337",47
"34338",35
"34339",28
"34340",19
"34341",60
"34342",39
"34343",27
"34344",30
"34345",38
"34346",37
"34347",22
"34348",37
"34349",24
